I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcublas.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcudnn.so.5 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcufft.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcurand.so.8.0 locally
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE3 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:910] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
I tensorflow/core/common_runtime/gpu/gpu_device.cc:885] Found device 0 with properties: 
name: GeForce GTX 750 Ti
major: 5 minor: 0 memoryClockRate (GHz) 1.0845
pciBusID 0000:01:00.0
Total memory: 1.95GiB
Free memory: 1.85GiB
2017-03-27 20:48:16.047667: Step 9120: Train accuracy = 83.0%
2017-03-27 20:48:16.047712: Step 9120: Cross entropy = 0.416106
2017-03-27 20:48:16.165173: Step 9120: Validation accuracy = 88.0% (N=100)
2017-03-27 20:48:17.273819: Step 9130: Train accuracy = 90.0%
2017-03-27 20:48:17.273861: Step 9130: Cross entropy = 0.421857
2017-03-27 20:48:17.380356: Step 9130: Validation accuracy = 86.0% (N=100)
2017-03-27 20:48:18.484921: Step 9140: Train accuracy = 84.0%
2017-03-27 20:48:18.484963: Step 9140: Cross entropy = 0.482819
2017-03-27 20:48:18.618233: Step 9140: Validation accuracy = 85.0% (N=100)
2017-03-27 20:48:19.812387: Step 9150: Train accuracy = 77.0%
2017-03-27 20:48:19.812428: Step 9150: Cross entropy = 0.665565
2017-03-27 20:48:19.930269: Step 9150: Validation accuracy = 82.0% (N=100)
2017-03-27 20:48:21.059467: Step 9160: Train accuracy = 83.0%
2017-03-27 20:48:21.059505: Step 9160: Cross entropy = 0.470034
2017-03-27 20:48:21.156320: Step 9160: Validation accuracy = 79.0% (N=100)
2017-03-27 20:48:22.287218: Step 9170: Train accuracy = 88.0%
2017-03-27 20:48:22.287259: Step 9170: Cross entropy = 0.366276
2017-03-27 20:48:22.402835: Step 9170: Validation accuracy = 90.0% (N=100)
2017-03-27 20:48:23.517381: Step 9180: Train accuracy = 81.0%
2017-03-27 20:48:23.517427: Step 9180: Cross entropy = 0.610942
2017-03-27 20:48:23.627861: Step 9180: Validation accuracy = 80.0% (N=100)
2017-03-27 20:48:24.728989: Step 9190: Train accuracy = 93.0%
2017-03-27 20:48:24.729035: Step 9190: Cross entropy = 0.401749
2017-03-27 20:48:24.849344: Step 9190: Validation accuracy = 81.0% (N=100)
2017-03-27 20:48:26.001475: Step 9200: Train accuracy = 92.0%
2017-03-27 20:48:26.001520: Step 9200: Cross entropy = 0.349270
2017-03-27 20:48:26.119991: Step 9200: Validation accuracy = 86.0% (N=100)
2017-03-27 20:48:27.254688: Step 9210: Train accuracy = 91.0%
2017-03-27 20:48:27.254730: Step 9210: Cross entropy = 0.471935
2017-03-27 20:48:27.350058: Step 9210: Validation accuracy = 84.0% (N=100)
2017-03-27 20:48:28.465802: Step 9220: Train accuracy = 89.0%
2017-03-27 20:48:28.465853: Step 9220: Cross entropy = 0.414270
2017-03-27 20:48:28.583911: Step 9220: Validation accuracy = 86.0% (N=100)
2017-03-27 20:48:29.705530: Step 9230: Train accuracy = 74.0%
2017-03-27 20:48:29.705571: Step 9230: Cross entropy = 0.672827
2017-03-27 20:48:29.824698: Step 9230: Validation accuracy = 82.0% (N=100)
2017-03-27 20:48:30.956745: Step 9240: Train accuracy = 90.0%
2017-03-27 20:48:30.956790: Step 9240: Cross entropy = 0.386136
2017-03-27 20:48:31.076149: Step 9240: Validation accuracy = 83.0% (N=100)
2017-03-27 20:48:32.188229: Step 9250: Train accuracy = 92.0%
2017-03-27 20:48:32.188271: Step 9250: Cross entropy = 0.371763
2017-03-27 20:48:32.300596: Step 9250: Validation accuracy = 84.0% (N=100)
2017-03-27 20:48:33.263838: Step 9260: Train accuracy = 78.0%
2017-03-27 20:48:33.263880: Step 9260: Cross entropy = 0.591470
2017-03-27 20:48:33.373252: Step 9260: Validation accuracy = 81.0% (N=100)
2017-03-27 20:48:34.308026: Step 9270: Train accuracy = 86.0%
2017-03-27 20:48:34.308068: Step 9270: Cross entropy = 0.455192
2017-03-27 20:48:34.422191: Step 9270: Validation accuracy = 83.0% (N=100)
2017-03-27 20:48:35.530943: Step 9280: Train accuracy = 91.0%
2017-03-27 20:48:35.530982: Step 9280: Cross entropy = 0.411047
2017-03-27 20:48:35.623083: Step 9280: Validation accuracy = 79.0% (N=100)
2017-03-27 20:48:36.757889: Step 9290: Train accuracy = 84.0%
2017-03-27 20:48:36.757931: Step 9290: Cross entropy = 0.517846
2017-03-27 20:48:36.872395: Step 9290: Validation accuracy = 77.0% (N=100)
2017-03-27 20:48:37.977631: Step 9300: Train accuracy = 86.0%
2017-03-27 20:48:37.977669: Step 9300: Cross entropy = 0.427060
2017-03-27 20:48:38.066199: Step 9300: Validation accuracy = 80.0% (N=100)
2017-03-27 20:48:39.105787: Step 9310: Train accuracy = 87.0%
2017-03-27 20:48:39.105840: Step 9310: Cross entropy = 0.448358
2017-03-27 20:48:39.216981: Step 9310: Validation accuracy = 83.0% (N=100)
2017-03-27 20:48:40.300300: Step 9320: Train accuracy = 91.0%
2017-03-27 20:48:40.300341: Step 9320: Cross entropy = 0.339629
2017-03-27 20:48:40.422103: Step 9320: Validation accuracy = 83.0% (N=100)
2017-03-27 20:48:41.521821: Step 9330: Train accuracy = 89.0%
2017-03-27 20:48:41.521863: Step 9330: Cross entropy = 0.471556
2017-03-27 20:48:41.635802: Step 9330: Validation accuracy = 81.0% (N=100)
2017-03-27 20:48:42.637945: Step 9340: Train accuracy = 88.0%
2017-03-27 20:48:42.637987: Step 9340: Cross entropy = 0.415488
2017-03-27 20:48:42.739791: Step 9340: Validation accuracy = 85.0% (N=100)
2017-03-27 20:48:43.863190: Step 9350: Train accuracy = 89.0%
2017-03-27 20:48:43.863232: Step 9350: Cross entropy = 0.394704
2017-03-27 20:48:43.980129: Step 9350: Validation accuracy = 87.0% (N=100)
2017-03-27 20:48:45.107820: Step 9360: Train accuracy = 93.0%
2017-03-27 20:48:45.107867: Step 9360: Cross entropy = 0.392586
2017-03-27 20:48:45.218350: Step 9360: Validation accuracy = 81.0% (N=100)
2017-03-27 20:48:46.344200: Step 9370: Train accuracy = 90.0%
2017-03-27 20:48:46.344240: Step 9370: Cross entropy = 0.406987
2017-03-27 20:48:46.462736: Step 9370: Validation accuracy = 81.0% (N=100)
2017-03-27 20:48:47.574848: Step 9380: Train accuracy = 90.0%
2017-03-27 20:48:47.574892: Step 9380: Cross entropy = 0.399783
2017-03-27 20:48:47.688551: Step 9380: Validation accuracy = 82.0% (N=100)
2017-03-27 20:48:48.812482: Step 9390: Train accuracy = 91.0%
2017-03-27 20:48:48.812523: Step 9390: Cross entropy = 0.451251
2017-03-27 20:48:48.922874: Step 9390: Validation accuracy = 84.0% (N=100)
2017-03-27 20:48:50.049073: Step 9400: Train accuracy = 85.0%
2017-03-27 20:48:50.049114: Step 9400: Cross entropy = 0.391003
2017-03-27 20:48:50.160304: Step 9400: Validation accuracy = 85.0% (N=100)
2017-03-27 20:48:51.311626: Step 9410: Train accuracy = 87.0%
2017-03-27 20:48:51.311668: Step 9410: Cross entropy = 0.499476
2017-03-27 20:48:51.428337: Step 9410: Validation accuracy = 87.0% (N=100)
2017-03-27 20:48:52.414325: Step 9420: Train accuracy = 88.0%
2017-03-27 20:48:52.414362: Step 9420: Cross entropy = 0.391976
2017-03-27 20:48:52.507589: Step 9420: Validation accuracy = 84.0% (N=100)
2017-03-27 20:48:53.424516: Step 9430: Train accuracy = 80.0%
2017-03-27 20:48:53.424559: Step 9430: Cross entropy = 0.561574
2017-03-27 20:48:53.538220: Step 9430: Validation accuracy = 73.0% (N=100)
2017-03-27 20:48:54.680545: Step 9440: Train accuracy = 89.0%
2017-03-27 20:48:54.680592: Step 9440: Cross entropy = 0.397124
2017-03-27 20:48:54.792665: Step 9440: Validation accuracy = 83.0% (N=100)
2017-03-27 20:48:55.960190: Step 9450: Train accuracy = 87.0%
2017-03-27 20:48:55.960230: Step 9450: Cross entropy = 0.459663
2017-03-27 20:48:56.084218: Step 9450: Validation accuracy = 81.0% (N=100)
2017-03-27 20:48:57.258552: Step 9460: Train accuracy = 86.0%
2017-03-27 20:48:57.258596: Step 9460: Cross entropy = 0.456275
2017-03-27 20:48:57.380465: Step 9460: Validation accuracy = 73.0% (N=100)
2017-03-27 20:48:58.523517: Step 9470: Train accuracy = 90.0%
2017-03-27 20:48:58.523559: Step 9470: Cross entropy = 0.503911
2017-03-27 20:48:58.657281: Step 9470: Validation accuracy = 81.0% (N=100)
2017-03-27 20:48:59.783548: Step 9480: Train accuracy = 90.0%
2017-03-27 20:48:59.783587: Step 9480: Cross entropy = 0.323878
2017-03-27 20:48:59.900566: Step 9480: Validation accuracy = 92.0% (N=100)
2017-03-27 20:49:01.015560: Step 9490: Train accuracy = 80.0%
2017-03-27 20:49:01.015604: Step 9490: Cross entropy = 0.526774
2017-03-27 20:49:01.178731: Step 9490: Validation accuracy = 80.0% (N=100)
2017-03-27 20:49:02.319014: Step 9500: Train accuracy = 83.0%
2017-03-27 20:49:02.319058: Step 9500: Cross entropy = 0.495976
2017-03-27 20:49:02.436370: Step 9500: Validation accuracy = 83.0% (N=100)
2017-03-27 20:49:03.568260: Step 9510: Train accuracy = 90.0%
2017-03-27 20:49:03.568302: Step 9510: Cross entropy = 0.439529
2017-03-27 20:49:03.684168: Step 9510: Validation accuracy = 85.0% (N=100)
2017-03-27 20:49:04.749074: Step 9520: Train accuracy = 87.0%
2017-03-27 20:49:04.749110: Step 9520: Cross entropy = 0.446473
2017-03-27 20:49:04.841848: Step 9520: Validation accuracy = 81.0% (N=100)
2017-03-27 20:49:05.961322: Step 9530: Train accuracy = 95.0%
2017-03-27 20:49:05.961367: Step 9530: Cross entropy = 0.308083
2017-03-27 20:49:06.067812: Step 9530: Validation accuracy = 85.0% (N=100)
2017-03-27 20:49:07.248204: Step 9540: Train accuracy = 89.0%
2017-03-27 20:49:07.248246: Step 9540: Cross entropy = 0.434133
2017-03-27 20:49:07.364113: Step 9540: Validation accuracy = 82.0% (N=100)
2017-03-27 20:49:08.547240: Step 9550: Train accuracy = 87.0%
2017-03-27 20:49:08.547748: Step 9550: Cross entropy = 0.429040
2017-03-27 20:49:08.662072: Step 9550: Validation accuracy = 83.0% (N=100)
2017-03-27 20:49:09.790937: Step 9560: Train accuracy = 92.0%
2017-03-27 20:49:09.790978: Step 9560: Cross entropy = 0.469312
2017-03-27 20:49:09.900683: Step 9560: Validation accuracy = 91.0% (N=100)
2017-03-27 20:49:10.984645: Step 9570: Train accuracy = 92.0%
2017-03-27 20:49:10.984689: Step 9570: Cross entropy = 0.438042
2017-03-27 20:49:11.095921: Step 9570: Validation accuracy = 82.0% (N=100)
2017-03-27 20:49:12.260432: Step 9580: Train accuracy = 84.0%
2017-03-27 20:49:12.260473: Step 9580: Cross entropy = 0.438305
2017-03-27 20:49:12.378698: Step 9580: Validation accuracy = 83.0% (N=100)
2017-03-27 20:49:13.514342: Step 9590: Train accuracy = 91.0%
2017-03-27 20:49:13.514383: Step 9590: Cross entropy = 0.336638
2017-03-27 20:49:13.639737: Step 9590: Validation accuracy = 82.0% (N=100)
2017-03-27 20:49:14.791677: Step 9600: Train accuracy = 84.0%
2017-03-27 20:49:14.791747: Step 9600: Cross entropy = 0.497576
2017-03-27 20:49:14.906968: Step 9600: Validation accuracy = 89.0% (N=100)
2017-03-27 20:49:16.044503: Step 9610: Train accuracy = 84.0%
2017-03-27 20:49:16.044551: Step 9610: Cross entropy = 0.441324
2017-03-27 20:49:16.163953: Step 9610: Validation accuracy = 81.0% (N=100)
2017-03-27 20:49:17.273937: Step 9620: Train accuracy = 88.0%
2017-03-27 20:49:17.273979: Step 9620: Cross entropy = 0.449704
2017-03-27 20:49:17.395897: Step 9620: Validation accuracy = 81.0% (N=100)
2017-03-27 20:49:18.570962: Step 9630: Train accuracy = 92.0%
2017-03-27 20:49:18.571000: Step 9630: Cross entropy = 0.447156
2017-03-27 20:49:18.664060: Step 9630: Validation accuracy = 85.0% (N=100)
2017-03-27 20:49:19.888466: Step 9640: Train accuracy = 85.0%
2017-03-27 20:49:19.888516: Step 9640: Cross entropy = 0.545490
2017-03-27 20:49:20.009759: Step 9640: Validation accuracy = 82.0% (N=100)
2017-03-27 20:49:21.131838: Step 9650: Train accuracy = 89.0%
2017-03-27 20:49:21.131883: Step 9650: Cross entropy = 0.345516
2017-03-27 20:49:21.244754: Step 9650: Validation accuracy = 83.0% (N=100)
2017-03-27 20:49:22.352083: Step 9660: Train accuracy = 84.0%
2017-03-27 20:49:22.352125: Step 9660: Cross entropy = 0.535901
2017-03-27 20:49:22.452348: Step 9660: Validation accuracy = 82.0% (N=100)
2017-03-27 20:49:23.443905: Step 9670: Train accuracy = 86.0%
2017-03-27 20:49:23.443948: Step 9670: Cross entropy = 0.459896
2017-03-27 20:49:23.559095: Step 9670: Validation accuracy = 85.0% (N=100)
2017-03-27 20:49:24.671718: Step 9680: Train accuracy = 84.0%
2017-03-27 20:49:24.671760: Step 9680: Cross entropy = 0.534284
2017-03-27 20:49:24.787438: Step 9680: Validation accuracy = 89.0% (N=100)
2017-03-27 20:49:25.924034: Step 9690: Train accuracy = 91.0%
2017-03-27 20:49:25.924076: Step 9690: Cross entropy = 0.463095
2017-03-27 20:49:26.047990: Step 9690: Validation accuracy = 76.0% (N=100)
2017-03-27 20:49:27.192455: Step 9700: Train accuracy = 82.0%
2017-03-27 20:49:27.192502: Step 9700: Cross entropy = 0.500457
2017-03-27 20:49:27.316024: Step 9700: Validation accuracy = 90.0% (N=100)
2017-03-27 20:49:28.427979: Step 9710: Train accuracy = 90.0%
2017-03-27 20:49:28.428026: Step 9710: Cross entropy = 0.447380
2017-03-27 20:49:28.539088: Step 9710: Validation accuracy = 89.0% (N=100)
2017-03-27 20:49:29.567391: Step 9720: Train accuracy = 89.0%
2017-03-27 20:49:29.567433: Step 9720: Cross entropy = 0.432056
2017-03-27 20:49:29.679111: Step 9720: Validation accuracy = 82.0% (N=100)
2017-03-27 20:49:30.860851: Step 9730: Train accuracy = 91.0%
2017-03-27 20:49:30.860895: Step 9730: Cross entropy = 0.366864
2017-03-27 20:49:30.963305: Step 9730: Validation accuracy = 87.0% (N=100)
2017-03-27 20:49:32.067842: Step 9740: Train accuracy = 83.0%
2017-03-27 20:49:32.067885: Step 9740: Cross entropy = 0.591560
2017-03-27 20:49:32.182868: Step 9740: Validation accuracy = 82.0% (N=100)
2017-03-27 20:49:33.311248: Step 9750: Train accuracy = 88.0%
2017-03-27 20:49:33.311289: Step 9750: Cross entropy = 0.427870
2017-03-27 20:49:33.430401: Step 9750: Validation accuracy = 84.0% (N=100)
2017-03-27 20:49:34.571828: Step 9760: Train accuracy = 90.0%
2017-03-27 20:49:34.571870: Step 9760: Cross entropy = 0.440918
2017-03-27 20:49:34.686232: Step 9760: Validation accuracy = 85.0% (N=100)
2017-03-27 20:49:35.748742: Step 9770: Train accuracy = 89.0%
2017-03-27 20:49:35.748789: Step 9770: Cross entropy = 0.406828
2017-03-27 20:49:35.866669: Step 9770: Validation accuracy = 81.0% (N=100)
2017-03-27 20:49:36.983582: Step 9780: Train accuracy = 88.0%
2017-03-27 20:49:36.983630: Step 9780: Cross entropy = 0.475615
2017-03-27 20:49:37.102106: Step 9780: Validation accuracy = 82.0% (N=100)
2017-03-27 20:49:38.248840: Step 9790: Train accuracy = 87.0%
2017-03-27 20:49:38.248882: Step 9790: Cross entropy = 0.447964
2017-03-27 20:49:38.368981: Step 9790: Validation accuracy = 86.0% (N=100)
2017-03-27 20:49:39.481667: Step 9800: Train accuracy = 89.0%
2017-03-27 20:49:39.481709: Step 9800: Cross entropy = 0.379727
2017-03-27 20:49:39.594716: Step 9800: Validation accuracy = 90.0% (N=100)
2017-03-27 20:49:40.753846: Step 9810: Train accuracy = 89.0%
2017-03-27 20:49:40.753889: Step 9810: Cross entropy = 0.424489
2017-03-27 20:49:40.872916: Step 9810: Validation accuracy = 80.0% (N=100)
2017-03-27 20:49:41.955657: Step 9820: Train accuracy = 86.0%
2017-03-27 20:49:41.955722: Step 9820: Cross entropy = 0.466037
2017-03-27 20:49:42.067880: Step 9820: Validation accuracy = 88.0% (N=100)
2017-03-27 20:49:43.199005: Step 9830: Train accuracy = 92.0%
2017-03-27 20:49:43.199047: Step 9830: Cross entropy = 0.400297
2017-03-27 20:49:43.316776: Step 9830: Validation accuracy = 82.0% (N=100)
2017-03-27 20:49:44.460272: Step 9840: Train accuracy = 86.0%
2017-03-27 20:49:44.460315: Step 9840: Cross entropy = 0.482852
2017-03-27 20:49:44.576695: Step 9840: Validation accuracy = 90.0% (N=100)
2017-03-27 20:49:45.734238: Step 9850: Train accuracy = 86.0%
2017-03-27 20:49:45.734288: Step 9850: Cross entropy = 0.473461
2017-03-27 20:49:45.852607: Step 9850: Validation accuracy = 77.0% (N=100)
2017-03-27 20:49:46.996177: Step 9860: Train accuracy = 92.0%
2017-03-27 20:49:46.996219: Step 9860: Cross entropy = 0.359510
2017-03-27 20:49:47.115110: Step 9860: Validation accuracy = 81.0% (N=100)
2017-03-27 20:49:48.025542: Step 9870: Train accuracy = 85.0%
2017-03-27 20:49:48.025584: Step 9870: Cross entropy = 0.514316
2017-03-27 20:49:48.144205: Step 9870: Validation accuracy = 80.0% (N=100)
2017-03-27 20:49:49.190015: Step 9880: Train accuracy = 89.0%
2017-03-27 20:49:49.190056: Step 9880: Cross entropy = 0.366542
2017-03-27 20:49:49.299478: Step 9880: Validation accuracy = 85.0% (N=100)
2017-03-27 20:49:50.408992: Step 9890: Train accuracy = 87.0%
2017-03-27 20:49:50.409030: Step 9890: Cross entropy = 0.475569
2017-03-27 20:49:50.498247: Step 9890: Validation accuracy = 86.0% (N=100)
2017-03-27 20:49:51.603953: Step 9900: Train accuracy = 87.0%
2017-03-27 20:49:51.603995: Step 9900: Cross entropy = 0.495985
2017-03-27 20:49:51.728301: Step 9900: Validation accuracy = 87.0% (N=100)
2017-03-27 20:49:52.843807: Step 9910: Train accuracy = 88.0%
2017-03-27 20:49:52.843853: Step 9910: Cross entropy = 0.482013
2017-03-27 20:49:52.952602: Step 9910: Validation accuracy = 86.0% (N=100)
2017-03-27 20:49:53.911723: Step 9920: Train accuracy = 89.0%
2017-03-27 20:49:53.911762: Step 9920: Cross entropy = 0.413670
2017-03-27 20:49:54.001945: Step 9920: Validation accuracy = 79.0% (N=100)
2017-03-27 20:49:54.930888: Step 9930: Train accuracy = 90.0%
2017-03-27 20:49:54.930934: Step 9930: Cross entropy = 0.397292
2017-03-27 20:49:55.046202: Step 9930: Validation accuracy = 78.0% (N=100)
2017-03-27 20:49:56.077553: Step 9940: Train accuracy = 81.0%
2017-03-27 20:49:56.077595: Step 9940: Cross entropy = 0.490081
2017-03-27 20:49:56.189330: Step 9940: Validation accuracy = 88.0% (N=100)
2017-03-27 20:49:57.303637: Step 9950: Train accuracy = 87.0%
2017-03-27 20:49:57.303679: Step 9950: Cross entropy = 0.458402
2017-03-27 20:49:57.413019: Step 9950: Validation accuracy = 89.0% (N=100)
2017-03-27 20:49:58.551413: Step 9960: Train accuracy = 90.0%
2017-03-27 20:49:58.551456: Step 9960: Cross entropy = 0.395076
2017-03-27 20:49:58.666795: Step 9960: Validation accuracy = 87.0% (N=100)
2017-03-27 20:49:59.711668: Step 9970: Train accuracy = 88.0%
2017-03-27 20:49:59.711718: Step 9970: Cross entropy = 0.406554
2017-03-27 20:49:59.801398: Step 9970: Validation accuracy = 84.0% (N=100)
2017-03-27 20:50:00.846785: Step 9980: Train accuracy = 81.0%
2017-03-27 20:50:00.846830: Step 9980: Cross entropy = 0.645297
2017-03-27 20:50:01.146708: Step 9980: Validation accuracy = 88.0% (N=100)
2017-03-27 20:50:02.323803: Step 9990: Train accuracy = 86.0%
2017-03-27 20:50:02.323846: Step 9990: Cross entropy = 0.477891
2017-03-27 20:50:02.443175: Step 9990: Validation accuracy = 86.0% (N=100)
2017-03-27 20:50:03.609647: Step 10000: Train accuracy = 85.0%
2017-03-27 20:50:03.609688: Step 10000: Cross entropy = 0.498840
2017-03-27 20:50:03.726217: Step 10000: Validation accuracy = 81.0% (N=100)
2017-03-27 20:50:04.869097: Step 10010: Train accuracy = 85.0%
2017-03-27 20:50:04.869138: Step 10010: Cross entropy = 0.508012
2017-03-27 20:50:04.981895: Step 10010: Validation accuracy = 86.0% (N=100)
2017-03-27 20:50:06.010219: Step 10020: Train accuracy = 83.0%
2017-03-27 20:50:06.010256: Step 10020: Cross entropy = 0.524939
2017-03-27 20:50:06.102036: Step 10020: Validation accuracy = 82.0% (N=100)
2017-03-27 20:50:07.141013: Step 10030: Train accuracy = 88.0%
2017-03-27 20:50:07.141056: Step 10030: Cross entropy = 0.407918
2017-03-27 20:50:07.254845: Step 10030: Validation accuracy = 87.0% (N=100)
2017-03-27 20:50:08.366831: Step 10040: Train accuracy = 90.0%
2017-03-27 20:50:08.366881: Step 10040: Cross entropy = 0.363514
2017-03-27 20:50:08.484330: Step 10040: Validation accuracy = 88.0% (N=100)
2017-03-27 20:50:09.626832: Step 10050: Train accuracy = 87.0%
2017-03-27 20:50:09.626875: Step 10050: Cross entropy = 0.528832
2017-03-27 20:50:09.739560: Step 10050: Validation accuracy = 84.0% (N=100)
2017-03-27 20:50:10.853472: Step 10060: Train accuracy = 91.0%
2017-03-27 20:50:10.853515: Step 10060: Cross entropy = 0.357302
2017-03-27 20:50:10.964552: Step 10060: Validation accuracy = 90.0% (N=100)
2017-03-27 20:50:12.107027: Step 10070: Train accuracy = 91.0%
2017-03-27 20:50:12.107070: Step 10070: Cross entropy = 0.407651
2017-03-27 20:50:12.220002: Step 10070: Validation accuracy = 84.0% (N=100)
2017-03-27 20:50:13.383248: Step 10080: Train accuracy = 84.0%
2017-03-27 20:50:13.383289: Step 10080: Cross entropy = 0.564253
2017-03-27 20:50:13.495729: Step 10080: Validation accuracy = 88.0% (N=100)
2017-03-27 20:50:14.778264: Step 10090: Train accuracy = 91.0%
2017-03-27 20:50:14.778306: Step 10090: Cross entropy = 0.445158
2017-03-27 20:50:14.900456: Step 10090: Validation accuracy = 86.0% (N=100)
2017-03-27 20:50:16.107252: Step 10100: Train accuracy = 86.0%
2017-03-27 20:50:16.107293: Step 10100: Cross entropy = 0.472062
2017-03-27 20:50:16.223775: Step 10100: Validation accuracy = 84.0% (N=100)
2017-03-27 20:50:17.354543: Step 10110: Train accuracy = 84.0%
2017-03-27 20:50:17.354586: Step 10110: Cross entropy = 0.494389
2017-03-27 20:50:17.474507: Step 10110: Validation accuracy = 86.0% (N=100)
2017-03-27 20:50:18.472219: Step 10120: Train accuracy = 89.0%
2017-03-27 20:50:18.472261: Step 10120: Cross entropy = 0.395526
2017-03-27 20:50:18.594692: Step 10120: Validation accuracy = 82.0% (N=100)
2017-03-27 20:50:19.737157: Step 10130: Train accuracy = 90.0%
2017-03-27 20:50:19.737197: Step 10130: Cross entropy = 0.434706
2017-03-27 20:50:19.847464: Step 10130: Validation accuracy = 86.0% (N=100)
2017-03-27 20:50:20.937760: Step 10140: Train accuracy = 90.0%
2017-03-27 20:50:20.937801: Step 10140: Cross entropy = 0.489481
2017-03-27 20:50:21.051160: Step 10140: Validation accuracy = 82.0% (N=100)
2017-03-27 20:50:22.161105: Step 10150: Train accuracy = 87.0%
2017-03-27 20:50:22.161157: Step 10150: Cross entropy = 0.431864
2017-03-27 20:50:22.278106: Step 10150: Validation accuracy = 81.0% (N=100)
2017-03-27 20:50:23.403940: Step 10160: Train accuracy = 89.0%
2017-03-27 20:50:23.403979: Step 10160: Cross entropy = 0.377202
2017-03-27 20:50:23.516788: Step 10160: Validation accuracy = 91.0% (N=100)
2017-03-27 20:50:24.688387: Step 10170: Train accuracy = 91.0%
2017-03-27 20:50:24.688425: Step 10170: Cross entropy = 0.347164
